Time (t),f1_t,f2_t,f3_t,f4_t,f5_t,f6_t,f7_t,f8_t,f9_t,f10_t,f11_t,f12_t,f13_t,f14_t,f15_t,f16_t,f17_t,f18_t,f19_t,f20_t,f21_t,f22_t,f23_t,f24_t,f25_t,f26_t,f27_t,f28_t,f29_t,f30_t,Output,,,,,,
251,60.1,60.14,60.06,60.08,60,60.15,60.15,60.03,60.03,60.02,60.03,60.12,60.13,60.07,60.02,60.13,60.05,60.06,60.04,60.05,60.06,60.03,60.11,60,60.02,60.09,60.1,60.15,60.04,60.02,IAO_H_LB,,,,,,
252,60.04,60.02,60,60.01,60.09,60.07,60.15,60.07,60.07,60.01,60.09,60.12,60.07,60.02,60.1,60.11,60.11,60.12,60.14,60.14,60.04,60.1,60,60.11,60.01,60.11,60.13,60.14,60.1,60.15,IAO_H_LB,,,,,,
253,60.06,60.08,60.05,60.15,60.13,60.03,60.06,60,60.11,60.02,60.11,60.03,60.04,60.1,60.05,60.06,60.08,60.13,60.09,60.02,60.03,60.1,60.04,60.12,60.09,60.11,60.06,60.15,60.02,60.1,IAO_H_LB,,,,,,
254,60.07,60.13,60.09,60.08,60.1,60.15,60.08,60.04,60.07,60.14,60.07,60.02,60.14,60.03,60.14,60.08,60,60.07,60.03,60.1,60.08,60.04,60.02,60.01,60.1,60,60.01,60.11,60.02,60.1,IAO_H_LB,,,,,,
255,60.13,60.08,60.08,60.09,60,60.02,60.02,60.03,60.14,60.02,60.14,60.06,60.04,60.05,60.08,60.12,60.07,60.1,60,60.07,60.14,60.02,60.14,60.07,60.08,60.01,60.1,60.13,60.01,60.03,IAO_H_LB,,,,,,
256,60.15,60.08,60.1,60.11,60.15,60.01,60.12,60,60.04,60.12,60.07,60.15,60.1,60.07,60.11,60.02,60.07,60.04,60.02,60.03,60.11,60.03,60,60.05,60.09,60,60.03,60.02,60.01,60.03,IAO_H_LB,,,,,,
257,60.12,60.12,60.14,60.11,60.1,60.03,60.09,60.11,60.12,60,60.03,60.1,60,60.09,60.14,60.13,60.11,60.1,60.06,60.15,60.06,60.12,60.15,60,60,60.06,60.05,60.06,60.06,60.12,IAO_H_LB,,,,,,
258,60.04,60.14,60.11,60.1,60.08,60.12,60.1,60,60,60.03,60.03,60,60.12,60.11,60.1,60.05,60.08,60.04,60.04,60.07,60.15,60.03,60,60.11,60.14,60.08,60.08,60.01,60.05,60.1,IAO_H_LB,,,,,,
259,60.14,60.09,60.05,60.15,60.01,60.06,60.08,60.06,60.02,60.1,60.03,60.01,60.13,60.12,60.07,60.09,60.08,60.03,60.01,60.11,60.02,60.06,60.07,60.07,60.15,60.13,60.1,60.02,60.13,60.04,IAO_H_LB,,,,,,
260,60.15,60.13,60.11,60.12,60.07,60.06,60.1,60.07,60.03,60.13,60.05,60.08,60.14,60.08,60.15,60.02,60.06,60.15,60.13,60.08,60.09,60.03,60.02,60,60.01,60.08,60.05,60,60.01,60.08,IAO_H_LB,,,,,,
261,60.11,60.03,60.01,60,60.03,60.07,60.13,60.04,60.15,60.1,60.07,60.05,60.06,60.14,60.01,60.11,60.12,60,60.06,60.01,60.1,60.08,60.15,60,60.1,60.09,60.05,60.13,60.08,60.05,IAO_H_LB,,,,,,
262,60.01,60,60.03,60.1,60.13,60.08,60.1,60.08,60.03,60.08,60.07,60.01,60.06,60.15,60.05,60.14,60.09,60.13,60.05,60.02,60.03,60.14,60.02,60.02,60.05,60.13,60.1,60.07,60.04,60.02,IAO_H_LB,,,,,,
263,60.14,60.11,60.01,60.02,60.02,60.09,60.06,60.07,60.07,60.04,60.09,60.08,60.08,60.03,60.15,60.11,60.08,60.03,60.02,60.13,60.09,60.15,60.09,60.1,60.01,60.06,60.14,60.1,60.15,60,IAO_H_LB,,,,,,
264,60.09,60.05,60.08,60.15,60.07,60.02,60.13,60,60.07,60.1,60.12,60.05,60,60.03,60.05,60.01,60.14,60.02,60.1,60.06,60.03,60.02,60.14,60.03,60.06,60.01,60.01,60.13,60.1,60,IAO_H_LB,,,,,,
265,60.08,60.04,60.07,60.03,60.05,60.09,60.11,60.01,60,60.11,60.05,60.04,60.13,60.08,60.02,60.04,60.13,60.08,60.1,60.08,60.07,60.12,60.13,60.02,60.06,60.13,60.06,60.07,60.03,60.04,IAO_H_LB,,,,,,
266,60.1,60.14,60.12,60.09,60.1,60,60.14,60.05,60.13,60,60.15,60.13,60.02,60.06,60.14,60.03,60.04,60.15,60.05,60.09,60.14,60.05,60.1,60.12,60.06,60.06,60.06,60.08,60.01,60.07,IAO_H_LB,,,,,,
267,60.15,60.12,60.1,60.12,60.12,60.12,60.15,60.05,60.04,60.12,60.03,60.07,60.02,60.12,60.03,60.06,60.07,60.15,60.02,60.07,60.11,60.14,60.08,60.06,60.07,60.06,60.04,60.06,60.04,60.13,IAO_H_LB,,,,,,
268,60.02,60.13,60.06,60.12,60.15,60.05,60.03,60.02,60.08,60.13,60.12,60.03,60.06,60.08,60.04,60.06,60.15,60.09,60.11,60.15,60.07,60.1,60.13,60.08,60.05,60.02,60.09,60.11,60.15,60.02,IAO_H_LB,,,,,,
269,60.04,60.1,60.06,60.05,60.06,60.04,60.08,60.04,60.13,60.06,60.1,60.1,60.04,60.15,60.06,60.09,60,60.08,60.12,60.11,60.03,60.06,60,60.12,60.09,60.14,60.09,60.15,60.07,60.12,IAO_H_LB,,,,,,
270,60.07,60.11,60.03,60.11,60.14,60.05,60.13,60.01,60.05,60.11,60.14,60.01,60.15,60,60,60.02,60.09,60.15,60.03,60.11,60.06,60.02,60.15,60.04,60.04,60.13,60.08,60.14,60.05,60.15,IAO_H_LB,,,,,,
271,60.01,60.05,60.05,60.04,60.08,60.03,60.04,60.06,60.01,60.02,60.03,60.06,60.01,60.02,60.1,60,60.07,60.11,60.04,60.1,60.04,60.03,60.01,60.02,60.08,60.04,60.14,60.05,60.15,60.08,IAO_H_LB,,,,,,
272,60.04,60.05,60.07,60.05,60.09,60.04,60.14,60.06,60.13,60.07,60.02,60.01,60.11,60.03,60.03,60.12,60.12,60.12,60,60.08,60.11,60.01,60.03,60.14,60.15,60.11,60.05,60.07,60.13,60.12,IAO_H_LB,,,,,,
273,60.14,60.03,60,60,60.12,60.12,60.11,60.09,60.06,60.05,60.13,60.15,60.15,60.09,60.12,60.14,60.04,60.03,60.03,60.04,60.01,60.05,60.13,60.04,60.1,60.02,60.04,60.14,60.12,60.08,IAO_H_LB,,,,,,
274,60.14,60.13,60.1,60.02,60.01,60.01,60.08,60.02,60.1,60.14,60.11,60.09,60.15,60.07,60.13,60.15,60.04,60.06,60.14,60.1,60.05,60.15,60.11,60.01,60.01,60.09,60.14,60.12,60.1,60.06,IAO_H_LB,,,,,,
275,60.12,60.05,60.11,60.06,60.07,60.15,60.11,60.15,60.11,60,60.02,60.07,60.14,60.13,60.07,60.12,60.03,60.01,60.15,60.06,60.09,60.07,60.14,60.14,60.12,60.1,60.08,60.14,60.11,60.03,IAO_H_LB,,,,,,
276,60.09,60.01,60.09,60.11,60,60.01,60.09,60.11,60.15,60.08,60.01,60.15,60.03,60.11,60.09,60.08,60.12,60.05,60.15,60.03,60.12,60.06,60.08,60.02,60.12,60.13,60.02,60.04,60.03,60.07,IAO_H_LB,,,,,,
277,60.03,60.09,60.11,60.03,60.03,60.15,60.07,60.07,60.07,60.1,60.03,60.01,60.04,60.11,60.07,60.02,60.13,60.05,60.04,60.06,60.01,60.1,60.12,60.01,60.1,60.04,60.1,60.12,60.1,60.12,IAO_H_LB,,,,,,
278,60.04,60,60.13,60.14,60.13,60.08,60.06,60.05,60.05,60.09,60.1,60.12,60.01,60.04,60.11,60.05,60.07,60.05,60,60.09,60.12,60.05,60.15,60.08,60.05,60.06,60.13,60.11,60.01,60.09,IAO_H_LB,,,,,,
279,60,60.04,60.15,60.02,60.06,60.02,60.13,60.13,60.1,60.1,60.05,60.11,60.14,60.01,60.12,60.03,60.14,60.06,60.08,60.06,60.05,60.08,60.14,60.03,60.01,60.13,60.14,60.04,60.03,60.14,IAO_H_LB,,,,,,
280,60.05,60.12,60.09,60.08,60.04,60.04,60.08,60.13,60.01,60.13,60.08,60.13,60.07,60.07,60.13,60.15,60.15,60.12,60.08,60.1,60.06,60.09,60.14,60.09,60.08,60.08,60.07,60.14,60.07,60.03,IAO_H_LB,,,,,,
281,60.05,60.01,60.05,60.12,60.09,60.14,60.09,60.01,60.11,60.06,60.13,60.04,60.05,60.15,60.15,60.03,60.12,60.14,60.09,60.02,60.05,60.15,60.04,60.06,60.02,60.05,60.15,60.07,60.11,60,IAO_H_LB,,,,,,
282,60.02,60.08,60.14,60.05,60.03,60,60,60.11,60.01,60,60.04,60,60.08,60.04,60.11,60.1,60.1,60.01,60.11,60.14,60.13,60.07,60.13,60,60.04,60.06,60.06,60.04,60.08,60.09,IAO_H_LB,,,,,,
283,60.02,60.07,60.08,60.15,60.14,60.03,60.09,60.12,60.15,60.14,60,60.15,60.03,60.08,60.02,60.01,60.1,60.13,60.1,60.09,60.15,60.04,60.09,60.01,60.1,60.09,60.1,60.15,60.15,60.06,IAO_H_LB,,,,,,
284,60.07,60.03,60.07,60.1,60.04,60.08,60.1,60.13,60.12,60.13,60.06,60.04,60.05,60.05,60.11,60.06,60.11,60.05,60,60.09,60.07,60.02,60.13,60.13,60.14,60.05,60,60,60.07,60.1,IAO_H_LB,,,,,,
285,60.09,60,60.14,60,60.04,60.01,60.08,60.01,60.08,60.04,60.04,60.13,60.09,60.11,60.11,60.03,60.06,60.02,60.09,60.03,60.15,60.13,60.01,60.05,60,60.01,60.1,60.1,60.08,60.04,IAO_H_LB,,,,,,
286,60.1,60.01,60.06,60.01,60.01,60.02,60.1,60.11,60.14,60.07,60.08,60.14,60.05,60.13,60.1,60.11,60.15,60,60.14,60.09,60.09,60.01,60.12,60.08,60.1,60.11,60.04,60.05,60.15,60.14,IAO_H_LB,,,,,,
287,60.06,60.15,60.04,60.04,60.06,60.09,60.08,60.13,60,60.11,60.02,60.11,60.15,60.12,60.15,60.07,60.06,60.1,60.13,60.07,60.12,60.07,60.04,60.15,60.02,60.05,60.02,60.1,60.07,60.06,IAO_H_LB,,,,,,
288,60.09,60.07,60,60.11,60.05,60.09,60.13,60.01,60.1,60.14,60.02,60.11,60.04,60.14,60.14,60.11,60.1,60.05,60.13,60.13,60.07,60,60.04,60.14,60,60.13,60.15,60.12,60.07,60.14,IAO_H_LB,,,,,,
289,60.04,60.03,60.11,60.07,60.04,60.05,60.15,60.02,60.03,60.13,60.01,60.03,60.07,60,60,60.02,60.08,60.07,60.04,60.12,60.09,60,60.1,60.01,60.12,60.1,60.08,60.05,60.15,60.08,IAO_H_LB,,,,,,
290,60.05,60.08,60,60.03,60.11,60.07,60.13,60.11,60.04,60.15,60.12,60.09,60.01,60.12,60.01,60.02,60.04,60.12,60.01,60.1,60.01,60.12,60.09,60.13,60.05,60.05,60.06,60,60.08,60.01,IAO_H_LB,,,,,,
291,60.13,60.03,60.06,60.1,60.02,60.09,60,60.06,60.14,60.06,60.08,60.1,60.12,60.13,60.09,60.11,60.15,60.02,60.01,60.03,60.04,60.05,60.02,60.11,60.08,60.1,60.06,60.03,60.06,60.02,IAO_H_LB,,,,,,
292,60.02,60.01,60.02,60.01,60.01,60.01,60.12,60.02,60.02,60.1,60,60.12,60.08,60.11,60.04,60.04,60.04,60,60.15,60.12,60.07,60.13,60.04,60.15,60.12,60.08,60.02,60.02,60.07,60.06,IAO_H_LB,,,,,,
293,60.07,60.04,60.09,60.02,60,60.04,60.04,60.02,60.14,60.08,60.07,60.02,60.11,60.1,60.13,60.08,60.09,60.01,60.12,60.06,60.07,60.13,60.15,60.03,60.05,60.08,60.1,60.03,60.02,60.05,IAO_H_LB,,,,,,
294,60.07,60.11,60.09,60.11,60,60.08,60.13,60.08,60.08,60.09,60.14,60.1,60.09,60.13,60.07,60.1,60.07,60.01,60.07,60.02,60.11,60.01,60.15,60.14,60.08,60.06,60.07,60.1,60.1,60.01,IAO_H_LB,,,,,,
295,60.05,60.08,60.09,60.05,60.04,60.07,60.09,60.07,60.11,60.02,60.02,60.15,60.06,60.09,60.1,60.08,60.06,60.05,60.09,60.03,60.06,60.12,60.05,60.06,60.13,60.07,60.08,60.08,60.04,60.04,IAO_H_LB,,,,,,
296,60.05,60.06,60.09,60.06,60.02,60.04,60.02,60.15,60.05,60.11,60.07,60.06,60.05,60.13,60.09,60.13,60.02,60.01,60.14,60.11,60.09,60.13,60.09,60.15,60.09,60.02,60,60.11,60.09,60.06,IAO_H_LB,,,,,,
297,60.1,60.05,60.11,60.02,60.06,60.12,60.04,60.04,60.01,60.06,60.05,60.15,60.05,60.01,60.06,60.06,60.04,60.1,60.06,60,60.03,60.12,60.13,60.04,60.09,60.12,60.1,60.11,60.11,60.14,IAO_H_LB,,,,,,
298,60.1,60.02,60.05,60.12,60.15,60.04,60.11,60.08,60.07,60.15,60.08,60.1,60.06,60.05,60.06,60.05,60.1,60.09,60.05,60.15,60.06,60.09,60.11,60.11,60.13,60.1,60.06,60.03,60.11,60.11,IAO_H_LB,,,,,,
299,60.02,60.01,60.04,60.09,60.05,60.02,60.14,60.13,60.09,60.03,60.09,60.03,60.12,60.05,60.13,60,60.01,60,60.02,60.14,60.08,60.12,60.04,60.07,60.15,60.12,60.08,60.1,60.07,60.14,IAO_H_LB,,,,,,
300,60.03,60.04,60.13,60,60.11,60.06,60.09,60.08,60.04,60.14,60.12,60.04,60.07,60.03,60.13,60.01,60,60.14,60.07,60.02,60.04,60.13,60.11,60.02,60.04,60.15,60.04,60.09,60.13,60.02,IAO_H_LB,,,,,,
301,60.05,60,60.06,60.11,60.06,60.1,60.14,60.05,60.15,60.15,60.14,60,60.02,60.05,60.12,60.06,60.09,60.08,60.03,60.04,60.03,60.13,60.09,60.06,60.02,60.14,60.08,60.15,60.07,60.01,IAO_H_LB,,,,,,
302,60.03,60,60.14,60.15,60.12,60,60.03,60.03,60.12,60.05,60.09,60.03,60.02,60.08,60.15,60.1,60.03,60.03,60.02,60.06,60.02,60.05,60.04,60.13,60.09,60.01,60.09,60.03,60.05,60.09,IAO_H_LB,,,,,,
303,60.05,60.14,60.12,60.13,60.02,60.08,60.12,60.1,60.07,60.14,60.12,60.11,60.03,60,60.09,60.11,60.13,60.06,60.13,60.1,60.09,60.14,60.08,60.04,60.13,60.11,60.08,60.04,60.01,60.13,IAO_H_LB,,,,,,
304,60.05,60.04,60.09,60.03,60.08,60.01,60.15,60.01,60.05,60.02,60,60.13,60.12,60.06,60.05,60.01,60.03,60.07,60.09,60.13,60.14,60.03,60.08,60.13,60.02,60.03,60.07,60.12,60.09,60.07,IAO_H_LB,,,,,,
305,60.13,60.12,60.04,60.13,60.07,60,60,60.05,60.08,60.09,60.12,60.09,60.15,60.03,60.14,60.09,60.12,60,60.04,60.01,60.01,60.04,60.09,60.13,60.09,60.03,60.08,60.12,60.09,60.05,IAO_H_LB,,,,,,
306,60.12,60.01,60.07,60.13,60.09,60.01,60.03,60.07,60.11,60.08,60.03,60.13,60.1,60.09,60.15,60.13,60.09,60.09,60,60.03,60.12,60.15,60.03,60.09,60,60.05,60.1,60.01,60.03,60.1,IAO_H_LB,,,,,,
307,60.08,60.12,60.13,60.13,60.1,60.02,60.03,60.1,60,60.06,60.12,60.08,60.08,60.1,60,60.14,60.12,60.05,60.04,60.11,60.12,60.08,60.1,60,60.03,60,60.01,60.05,60.13,60.06,IAO_H_LB,,,,,,
308,60.02,60.04,60.11,60.02,60.05,60.15,60.01,60.13,60.11,60.15,60.11,60.03,60.02,60.01,60.08,60.15,60.08,60.1,60.04,60.14,60.13,60.07,60.04,60.08,60.04,60.1,60.12,60.15,60.06,60,IAO_H_LB,,,,,,
309,60.07,60.11,60.09,60.01,60.04,60.14,60.05,60.1,60.04,60.13,60.01,60.05,60.11,60.12,60.02,60.04,60.01,60.1,60,60.15,60.02,60.01,60.13,60,60.02,60,60.08,60,60.08,60.02,IAO_H_LB,,,,,,
310,60.06,60.14,60.14,60.15,60.04,60.12,60.13,60.01,60.07,60.14,60.12,60.11,60.04,60.02,60.08,60.08,60.12,60.05,60.09,60.14,60.03,60,60.02,60.13,60.01,60.06,60.14,60.07,60.04,60.06,IAO_H_LB,,,,,,
311,60.03,60.1,60,60.02,60.06,60.06,60.01,60.09,60.13,60.04,60.02,60.04,60.07,60,60.14,60.09,60.06,60.09,60.11,60.07,60.1,60.05,60.1,60.09,60.08,60.14,60.09,60.07,60.15,60.11,IAO_H_LB,,,,,,
312,60.13,60.05,60.05,60.14,60.05,60.13,60.08,60.03,60.09,60.12,60.05,60.08,60.11,60.04,60.1,60.15,60.08,60.12,60.07,60.14,60.03,60.13,60,60.07,60.06,60.13,60,60.02,60.11,60.14,IAO_H_LB,,,,,,
313,60.1,60.02,60.15,60.01,60.04,60.11,60.1,60.07,60.03,60.14,60.07,60.05,60.09,60.08,60,60,60.04,60.1,60.09,60.13,60.09,60.09,60.01,60.09,60.11,60.09,60.07,60.07,60.08,60.13,IAO_H_LB,,,,,,
314,60.1,60.11,60.04,60.14,60.15,60.04,60.12,60.09,60.01,60.06,60.14,60.15,60.07,60.1,60.03,60.05,60.06,60.13,60.04,60.08,60.15,60.15,60.1,60.13,60.1,60.01,60.02,60.11,60.15,60.09,IAO_H_LB,,,,,,
315,60.03,60.06,60.09,60.07,60.11,60.12,60.07,60.06,60.13,60.09,60,60,60,60.14,60.03,60.04,60.05,60.05,60.08,60,60.06,60.12,60.04,60.09,60.08,60.06,60.14,60.03,60.04,60.06,IAO_H_LB,,,,,,
316,60.15,60.1,60.01,60,60.04,60.01,60.1,60.09,60.01,60.11,60.09,60.1,60.02,60.05,60.13,60.11,60.09,60.04,60.08,60.08,60.06,60.09,60.11,60.11,60.01,60.03,60.07,60.01,60.03,60.02,IAO_H_LB,,,,,,
317,60,60.02,60.06,60.04,60.04,60.13,60.14,60.15,60.07,60.11,60.14,60.15,60.02,60.01,60.01,60.12,60.04,60.1,60.05,60.01,60.13,60.06,60.07,60.09,60.1,60.05,60.03,60.14,60.04,60.02,IAO_H_LB,,,,,,
318,60.07,60,60.04,60.05,60.08,60.08,60.12,60,60.03,60.15,60.08,60.03,60.02,60.01,60.13,60.06,60.07,60,60.11,60.13,60.04,60.03,60.04,60.01,60.01,60.11,60.05,60.12,60.05,60.09,IAO_H_LB,,,,,,
319,60.13,60.04,60.01,60.13,60.03,60.06,60.12,60.03,60.08,60.13,60.15,60.03,60.13,60.05,60.09,60.01,60.11,60.06,60.13,60.14,60.1,60,60.1,60.14,60.11,60.07,60.08,60.04,60,60.12,IAO_H_LB,,,,,,
320,60,60.03,60.09,60.1,60.04,60.06,60.08,60.11,60.05,60.14,60.02,60.09,60.1,60,60.04,60.15,60.12,60.11,60.07,60.05,60.14,60.13,60,60.15,60.02,60.08,60.01,60.11,60.04,60.02,IAO_H_LB,,,,,,
321,60.08,60,60.04,60.13,60.15,60.04,60.03,60.01,60.14,60.03,60.09,60.05,60.05,60.04,60.08,60.11,60.05,60.01,60.02,60.15,60.15,60.05,60.06,60,60.12,60.01,60.06,60.09,60.14,60,IAO_H_LB,,,,,,
322,60.09,60.12,60.08,60.04,60.05,60.14,60.01,60.04,60.15,60.14,60.11,60.11,60.15,60.04,60.01,60.13,60.06,60.04,60.11,60.08,60.06,60.09,60,60.14,60.05,60.02,60.12,60.02,60.01,60.14,IAO_H_LB,,,,,,
323,60.03,60.09,60.03,60,60.02,60.11,60.11,60.01,60.02,60.09,60.11,60.01,60.13,60.05,60.07,60.12,60.14,60.07,60,60.12,60.09,60.15,60.02,60.03,60.13,60.11,60.13,60.05,60.14,60.08,IAO_H_LB,,,,,,
324,60.1,60.06,60,60.07,60.03,60.14,60.15,60.1,60.03,60,60,60.13,60.02,60.06,60.12,60.13,60.09,60.06,60.1,60.12,60.02,60.08,60.14,60.11,60.1,60.1,60.15,60.04,60.15,60.09,IAO_H_LB,,,,,,
325,60.03,60.15,60.08,60.15,60.05,60.03,60.02,60.11,60.08,60.04,60.14,60.06,60.13,60.06,60.15,60.06,60,60.05,60.14,60.12,60,60.06,60.11,60.05,60.1,60.02,60.07,60.02,60,60.11,IAO_H_LB,,,,,,
326,60,60.03,60.12,60.15,60.1,60.06,60.08,60.13,60.04,60.02,60.14,60.12,60.08,60,60.04,60.13,60.03,60.03,60.05,60.11,60.02,60.13,60.14,60.14,60.05,60,60.11,60.14,60.09,60.04,IAO_H_LB,,,,,,
327,60.13,60.04,60.02,60.1,60.08,60.05,60.14,60.15,60.02,60.09,60.08,60.02,60.12,60,60.15,60.03,60.01,60.15,60.05,60,60.04,60.02,60.08,60.03,60.12,60.01,60.1,60.08,60.1,60.01,IAO_H_LB,,,,,,
328,60.01,60.06,60.15,60.13,60.05,60.14,60.04,60.04,60.1,60.03,60.02,60,60.08,60.09,60.11,60,60.11,60.04,60.02,60.03,60.14,60.11,60.02,60.13,60.08,60.01,60.07,60.04,60.13,60.03,IAO_H_LB,,,,,,
329,60.15,60,60.13,60,60.04,60.15,60.11,60.03,60.01,60.15,60,60.07,60.02,60.08,60.13,60.06,60.14,60,60.03,60.08,60.13,60.14,60.11,60.02,60.1,60.02,60.12,60.14,60.07,60.12,IAO_H_LB,,,,,,
330,60.14,60.03,60.08,60.1,60.12,60.15,60.12,60.13,60.12,60.09,60.08,60.14,60.06,60.15,60.02,60.14,60.04,60.01,60.15,60.15,60.11,60.15,60.09,60.01,60.04,60.05,60.05,60.06,60.07,60.02,IAO_H_LB,,,,,,
331,60.14,60,60.13,60.05,60.02,60.04,60.05,60.05,60.01,60.05,60.03,60,60,60.09,60.09,60.12,60.04,60.08,60.08,60.08,60.09,60.11,60.13,60.1,60.07,60.1,60.11,60.15,60,60.13,IAO_H_LB,,,,,,
332,60.07,60.04,60.14,60,60.09,60.08,60.01,60.02,60.11,60.06,60.02,60.15,60.08,60.03,60.1,60.05,60.11,60.12,60.08,60.06,60.09,60.01,60.05,60.1,60.14,60.05,60.02,60.11,60.11,60.08,IAO_H_LB,,,,,,
333,60.03,60.13,60.03,60.11,60.06,60.08,60,60.06,60.1,60.07,60.13,60.09,60.08,60.03,60.03,60.07,60.07,60.08,60.11,60.04,60.05,60.07,60.07,60.07,60.09,60.06,60,60.06,60.07,60.13,IAO_H_LB,,,,,,
334,60.04,60.07,60.12,60.11,60.03,60.03,60.12,60.13,60.06,60.09,60.12,60.02,60.09,60.04,60.07,60.12,60.09,60.05,60.09,60.15,60.08,60.12,60.02,60.02,60.13,60,60.14,60.07,60.01,60.09,IAO_H_LB,,,,,,
335,60.04,60.13,60.02,60.01,60.05,60.07,60.03,60.14,60.08,60,60.08,60.05,60.07,60.07,60.13,60,60.14,60.1,60.08,60.05,60.12,60,60.08,60.02,60.15,60.13,60.09,60.08,60.08,60.11,IAO_H_LB,,,,,,
336,60.15,60.11,60.03,60.04,60.13,60.06,60.07,60.04,60.05,60.1,60.05,60,60.05,60,60.01,60.06,60.02,60.13,60.13,60.11,60.04,60.15,60.1,60.09,60.08,60.15,60.13,60.05,60.15,60.04,IAO_H_LB,,,,,,
337,60.02,60,60.02,60.09,60.11,60.15,60.08,60.02,60.1,60.06,60.01,60.04,60.01,60.12,60.13,60.14,60.01,60.07,60.14,60,60.03,60.11,60.13,60.06,60.15,60.15,60.07,60.02,60.07,60,IAO_H_LB,,,,,,
338,60.04,60.06,60.03,60.06,60.15,60.11,60.06,60.14,60.11,60.13,60.14,60.03,60.14,60.01,60.02,60.13,60.11,60.02,60.14,60.07,60.11,60.12,60.04,60.12,60.07,60.12,60.11,60.14,60.03,60.09,IAO_H_LB,,,,,,
339,60.14,60.11,60.12,60,60.13,60.07,60.02,60.02,60.04,60.08,60.07,60.07,60.15,60.01,60.12,60.07,60.01,60.08,60.13,60.07,60.06,60.05,60.12,60.12,60.07,60.15,60.13,60.06,60.1,60.09,IAO_H_LB,,,,,,
340,60,60.08,60,60.13,60.06,60.01,60.12,60.13,60.1,60,60.1,60.15,60.01,60.15,60.15,60.12,60.08,60.02,60.12,60.1,60.07,60.07,60.08,60.13,60.03,60.06,60.09,60.1,60.14,60.11,IAO_H_LB,,,,,,
341,60.11,60.12,60.05,60.14,60,60.07,60.05,60.1,60,60.03,60.03,60.12,60.07,60.15,60.11,60.08,60.07,60.15,60.03,60.1,60.07,60.07,60.1,60.01,60.11,60.08,60.11,60.01,60.06,60.07,IAO_H_LB,,,,,,
342,60.15,60.06,60.05,60.02,60.11,60.15,60.15,60.14,60.01,60.01,60.03,60,60.02,60.13,60.13,60.12,60.01,60.1,60.15,60.14,60.09,60,60.14,60.01,60.14,60.12,60.08,60.02,60.01,60.1,IAO_H_LB,,,,,,
343,60.15,60.11,60.01,60.08,60.09,60,60.14,60.06,60.06,60.13,60.03,60.07,60.12,60.14,60.1,60.11,60.1,60.02,60.09,60.1,60.05,60.02,60,60.05,60.1,60.02,60.03,60.08,60.04,60.09,IAO_H_LB,,,,,,
344,60.11,60.06,60.01,60.06,60.04,60.05,60.04,60.04,60.14,60.02,60.13,60.07,60.15,60.13,60.02,60.07,60.08,60.14,60.08,60.06,60.01,60.12,60.05,60.01,60.13,60.11,60,60.04,60.11,60.01,IAO_H_LB,,,,,,
345,60.1,60.03,60.02,60.08,60.11,60.12,60.06,60.1,60.14,60.15,60.15,60.14,60.06,60.05,60.07,60.09,60.09,60.14,60.06,60.13,60.13,60.05,60.14,60.09,60.08,60.01,60.14,60.08,60.05,60.12,IAO_H_LB,,,,,,
346,60.09,60.07,60.05,60.1,60,60.04,60.01,60.1,60.11,60,60,60.14,60.02,60.15,60.08,60.04,60.08,60.14,60.01,60.05,60.11,60.11,60.11,60.05,60.06,60.12,60.09,60.14,60.11,60,IAO_H_LB,,,,,,
347,60.15,60.11,60.06,60.15,60.09,60.11,60,60.11,60.06,60.14,60.03,60.04,60.06,60.02,60.06,60.07,60.02,60.05,60.13,60.07,60.1,60,60.06,60.06,60.01,60.05,60.01,60.03,60.01,60.04,IAO_H_LB,,,,,,
348,60.03,60.06,60.01,60.14,60.14,60,60.09,60.13,60.05,60.05,60.03,60.08,60.01,60.07,60.14,60.07,60.01,60.05,60,60.11,60.02,60,60.09,60.03,60.14,60.14,60.02,60.02,60.03,60.05,IAO_H_LB,,,,,,
349,60.13,60.02,60.02,60.03,60.1,60.04,60.08,60.05,60,60.02,60.09,60.14,60.12,60.1,60.11,60.06,60.03,60.08,60.14,60.03,60,60.15,60.01,60.15,60,60.1,60.12,60.1,60.08,60.1,IAO_H_LB,,,,,,
350,60.01,60.1,60.05,60.09,60.06,60.12,60.07,60.04,60.01,60.07,60.09,60,60,60.12,60.14,60.12,60.13,60.05,60.06,60.07,60.15,60.03,60.06,60.09,60.15,60.1,60.09,60.04,60.07,60.12,IAO_H_LB,,,,,,
351,60.09,60.01,60.06,60.13,60.08,60.07,60.02,60.07,60.02,60.05,60.05,60.05,60.05,60.1,60,60,60.08,60.15,60.12,60.03,60.14,60.08,60.05,60.1,60.13,60.14,60.14,60.05,60.06,60.1,IAO_H_LB,,,,,,
352,60.02,60.04,60.06,60.04,60.11,60.12,60.04,60.09,60.06,60.14,60.02,60.15,60.05,60.11,60.03,60.15,60.14,60.11,60.07,60.14,60.08,60.12,60.05,60.11,60,60.05,60.04,60.04,60.15,60.12,IAO_H_LB,,,,,,
353,60,60.02,60.15,60.01,60.13,60.15,60.15,60.1,60.08,60.01,60.12,60.14,60.07,60.08,60.01,60.04,60.13,60,60.09,60.15,60,60.08,60.01,60.15,60.14,60.01,60.02,60.08,60,60.14,IAO_H_LB,,,,,,
